Day,Month,Poop collected y/n,AM/PM,Weather,Loc Desc,Scan time,Age,Sex,Strata,Behavior,Descriptor,Location
17,June,,,LW SC,Youth Drive,7:20,J,U,MC,L,0,Ln
17,June,,,LW SC,Youth Drive,7:20,A,F,G,Fe,N,Ln
17,June,,,LW SC,Youth Drive,7:20,A,F,G,Fe,N,Ln
17,June,,,LW SC,Youth Drive,7:20,I,U,G,Fe,N,Ln
17,June,,,LW SC,Youth Drive,7:20,I,F,MC,Fe,N,Ln
17,June,,,LW SC,Youth Drive,7:20,I,F,MC,Fe,N,Ln
17,June,,,LW SC,Youth Drive,7:25,A,M,G,Fe,N,Ln
17,June,,,LW SC,Youth Drive,7:25,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:25,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:25,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:25,J,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:25,J,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:25,J,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:25,J,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:25,J,U,MC,R,0,Ln
17,June,,,LW SC,Youth Drive,7:25,I,U,MC,Fe,N,Ln
17,June,,,LW SC,Youth Drive,7:25,I,U,G,Fe,N,Ln
17,June,,,LW SC,Youth Drive,7:25,A,F,G,R,0,Ln
17,June,,,LW SC,Youth Drive,7:25,A,F,G,R,0,Ln
17,June,,,LW SC,Youth Drive,7:25,A,F,G,R,0,Ln
17,June,,,LW SC,Youth Drive,7:25,A,F,G,L,0,Ln
17,June,,,LW SC,Youth Drive,7:25,A,M,G,R,0,Ln
17,June,,,LW SC,Youth Drive,7:30,A,M,G,R,0,PW
17,June,,,LW SC,Youth Drive,7:30,A,M,G,R,0,PW
17,June,,,LW SC,Youth Drive,7:30,A,F,G,R,0,PW
17,June,,,LW SC,Youth Drive,7:30,A,F,G,Fe,N,F
17,June,,,LW SC,Youth Drive,7:30,I,U,G,Fe,N,F
17,June,,,LW SC,Youth Drive,7:30,J,M,MC,R,0,PW
17,June,,,LW SC,Youth Drive,7:30,I,U,G,R,0,PW
17,June,,,LW SC,Youth Drive,7:30,I,U,G,R,0,PW
17,June,,,LW SC,Youth Drive,7:30,I,U,MC,PL,0,PW
17,June,,,LW SC,Youth Drive,7:30,I,U,MC,PL,0,PW
17,June,,,LW SC,Youth Drive,7:30,J,U,G,PL,0,PW
17,June,,,LW SC,Youth Drive,7:30,J,U,G,PL,0,PW
17,June,,,LW SC,Youth Drive,7:30,J,U,G,PL,0,PW
17,June,,,LW SC,Youth Drive,7:30,J,U,G,PL,0,PW
17,June,,,LW SC,Youth Drive,7:30,I,U,G,PL,0,PW
17,June,,,LW SC,Youth Drive,7:30,I,U,G,PL,0,PW
17,June,,,LW SC,Youth Drive,7:35,A,M,G,R,0,Ln
17,June,,,LW SC,Youth Drive,7:35,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:35,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:35,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:35,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:35,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:35,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:35,A,F,G,R,0,Ln
17,June,,,LW SC,Youth Drive,7:35,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:35,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:35,J,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:35,J,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:35,J,U,MC,Fo,HFg,Ln
17,June,,,LW SC,Youth Drive,7:35,J,F,G,Fo,N,Ln
17,June,,,LW SC,Youth Drive,7:40,A,M,G,L,0,Ln
17,June,,,LW SC,Youth Drive,7:40,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:40,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:40,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:40,J,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:40,J,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:40,I,U,G,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:40,J,U,G,R,0,Ln
17,June,,,LW SC,Youth Drive,7:40,J,M,HS,R,0,Ln
17,June,,,LW SC,Youth Drive,7:40,I,U,MC,PL,0,Ln
17,June,,,LW SC,Youth Drive,7:40,I,U,G,L,0,Ln
17,June,,,LW SC,Youth Drive,7:40,A,F,G,R,0,Ln
17,June,,,LW SC,Woodlands Grounds,7:45,I,U,G,PL,0,F
17,June,,,LW SC,Woodlands Grounds,7:45,I,U,G,PL,0,F
17,June,,,LW SC,Woodlands Grounds,7:45,J,U,MC,PL,0,F
17,June,,,LW SC,Woodlands Grounds,7:45,J,U,MC,PL,0,F
17,June,,,LW SC,Woodlands Grounds,7:45,A,F,G,Fo,N,F
17,June,,,LW SC,Woodlands Grounds,7:45,A,F,G,Fo,N,F
17,June,,,LW SC,Woodlands Grounds,7:45,J,U,MC,R,0,F
17,June,,,LW SC,Woodlands Grounds,7:45,I,U,MC,R,0,F
17,June,,,LW SC,Woodlands Grounds,7:50,A,F,G,R,0,F
17,June,,,LW SC,Woodlands Grounds,7:50,A,M,G,R,0,F
17,June,,,LW SC,Woodlands Grounds,7:50,J,M,G,L,0,F
17,June,,,LW SC,Woodlands Grounds,7:50,A,M,G,R,0,F
17,June,,,LW SC,Woodlands Grounds,7:50,A,F,G,L,0,F
17,June,,,LW SC,Woodlands Grounds,7:50,A,F,G,R,0,F
17,June,,,LW SC,Woodlands Grounds,7:50,I,U,G,R,0,F
17,June,,,LW SC,Woodlands Grounds,7:50,J,U,G,R,0,F
17,June,,,LW SC,Woodlands Grounds,7:50,J,U,MC,R,0,F
17,June,,,LW SC,Woodlands Grounds,7:55,A,F,G,R,0,F
17,June,,,LW SC,Woodlands Grounds,7:55,A,F,G,R,0,F
17,June,,,LW SC,Woodlands Grounds,7:55,A,M,G,R,0,F
17,June,,,LW SC,Woodlands Grounds,8:10,A,M,TC,R,0,F
17,June,,,LW SC,Woodlands Grounds,8:15,A,M,TC,R,0,F
17,June,,,LW SC,Woodlands Grounds,8:15,J,U,TC,L,0,F
17,June,,,LW SC,Woodlands Grounds,8:20,I,U,TC,R,0,F
17,June,,,LW SC,Woodlands Grounds,8:20,I,U,TC,R,0,F
17,June,,,LW SC,Woodlands Grounds,8:20,A,M,G,R,0,F
17,June,,,LW SC,Woodlands Garbage,8:25,A,F,MC,L,0,F
17,June,,,LW SC,Woodlands Garbage,8:25,I,U,MC,L,0,F
17,June,,,LW SC,Woodlands Garbage,8:30,I,U,MC,L,0,F
17,June,,,LW SC,Woodlands Garbage,8:30,A,F,G,Fe,HFg,F
17,June,,,LW SC,Woodlands Garbage,8:30,A,M,G,L,0,F
17,June,,,LW SC,Woodlands Garbage,8:30,A,F,G,L,0,F
17,June,,,LW SC,Woodlands Garbage,8:30,I,U,MC,L,0,F
17,June,,,LW SC,Woodlands Garbage,8:35,J,F,MC,L,0,F
17,June,,,LW SC,Woodlands Garbage,8:35,I,U,G,Fo,HFg,F
17,June,,,LW SC,Woodlands Garbage,8:35,J,F,MC,R,0,F
17,June,,,LW SC,Woodlands Garbage,8:35,A,F,G,R,0,F
17,June,,,LW SC,Woodlands Garbage,8:40,A,M,MC,L,0,GP
17,June,,,LW SC,Woodlands Garbage,8:40,A,F,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:40,A,M,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:40,I,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:40,A,F,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:40,I,U,HS,L,0,HO
17,June,,,LW SC,Woodlands Garbage,8:40,I,U,HS,L,0,HO
17,June,,,LW SC,Woodlands Garbage,8:45,A,F,G,R,0,F
17,June,,,LW SC,Woodlands Garbage,8:45,I,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:45,I,U,G,Fo,0,GP
17,June,,,LW SC,Woodlands Garbage,8:45,I,U,G,Fo,0,GP
17,June,,,LW SC,Woodlands Garbage,8:45,J,U,G,Fo,0,GP
17,June,,,LW SC,Woodlands Garbage,8:45,I,U,G,Fo,0,GP
17,June,,,LW SC,Woodlands Garbage,8:45,J,U,G,L,0,PW
17,June,,,LW SC,Woodlands Garbage,8:45,A,F,G,L,0,PW
17,June,,,LW SC,Woodlands Garbage,8:45,J,M,MC,R,0,F
17,June,,,LW SC,Woodlands Garbage,8:45,I,U,HS,L,0,F
17,June,,,LW SC,Woodlands Garbage,8:50,I,F,MC,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:50,I,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:50,I,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:50,I,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:50,A,F,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:50,J,M,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:50,J,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:50,I,U,G,L,0,GP
17,June,,,LW SC,Woodlands Garbage,8:50,I,U,G,R,0,GP
17,June,,,LW SC,Woodlands Garbage,8:50,J,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:50,I,U,MC,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:50,A,F,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:50,I,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:55,A,F,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:55,I,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:55,A,F,G,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:55,I,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:55,J,U,G,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:55,I,U,G,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:55,J,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:55,J,U,G,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,8:55,J,U,TC,L,0,GP
17,June,,,LW SC,Woodlands Garbage,8:55,A,M,HS,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:00,A,F,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:00,J,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:00,A,F,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:00,J,U,G,R,0,F
17,June,,,LW SC,Woodlands Garbage,9:00,J,M,G,R,0,F
17,June,,,LW SC,Woodlands Garbage,9:00,J,U,MC,R,0,F
17,June,,,LW SC,Woodlands Garbage,9:00,I,U,MC,L,0,F
17,June,,,LW SC,Woodlands Garbage,9:05,A,F,G,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:05,A,F,G,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:05,J,U,G,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:05,I,U,MC,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:05,I,U,MC,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:05,A,M,MC,R,0,F
17,June,,,LW SC,Woodlands Garbage,9:05,J,U,MC,R,0,F
17,June,,,LW SC,Woodlands Garbage,9:10,A,F,G,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:10,I,U,HS,R,0,GP
17,June,,,LW SC,Woodlands Garbage,9:10,A,M,G,L,0,F
17,June,,,LW SC,Woodlands Garbage,9:10,A,F,G,L,0,F
17,June,,,LW SC,Woodlands Garbage,9:15,J,U,MC,R,0,F
17,June,,,LW SC,Woodlands Garbage,9:15,J,U,MC,R,0,F
17,June,,,LW SC,Woodlands Garbage,9:15,J,U,MC,R,0,F
17,June,,,LW SC,Woodlands Garbage,9:15,A,F,G,L,0,GP
17,June,,,LW SC,Woodlands Garbage,9:15,J,U,G,Fo,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:15,I,U,MC,Fe,HFg,GP
17,June,,,LW SC,Woodlands Garbage,9:15,I,U,MC,R,0,GP
17,June,,,LW SC,Woodlands Garbage,9:20,A,F,MC,R,0,F
17,June,,,LW SC,Woodlands Garbage,9:20,J,M,HS,R,0,HO
17,June,,,LW SC,Woodlands Garbage,9:20,J,U,HS,R,0,HO
17,June,,,LW SC,Woodlands Garbage,9:20,J,U,HS,R,0,HO
17,June,,,LW SC,Woodlands Grounds,9:25,A,F,MC,Fo,N,F
17,June,,,LW SC,Woodlands Grounds,9:25,A,M,G,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:30,J,U,MC,PL,0,F
17,June,,,LW SC,Woodlands Grounds,9:30,J,U,MC,PL,0,F
17,June,,,LW SC,Woodlands Grounds,9:30,A,M,TC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:35,A,F,G,R,0,F
17,June,,,LW SC,Woodlands Grounds,9:35,J,U,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:35,J,U,MC,R,0,F
17,June,,,LW SC,Woodlands Grounds,9:35,I,U,MC,Fo,N,F
17,June,,,LW SC,Woodlands Grounds,9:35,A,F,MC,R,0,F
17,June,,,LW SC,Woodlands Grounds,9:35,I,U,MC,PL,0,F
17,June,,,LW SC,Woodlands Grounds,9:35,I,U,MC,PL,0,F
17,June,,,LW SC,Woodlands Grounds,9:35,J,U,MC,PL,0,F
17,June,,,LW SC,Woodlands Grounds,9:40,J,U,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:40,J,U,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:40,I,U,MC,R,0,F
17,June,,,LW SC,Woodlands Grounds,9:45,A,M,MC,R,0,F
17,June,,,LW SC,Woodlands Grounds,9:45,J,U,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:45,I,U,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:45,I,U,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:45,A,F,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:45,A,F,MC,Fe,N,F
17,June,,,LW SC,Woodlands Grounds,9:50,I,M,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:50,A,F,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:50,J,U,MC,R,0,F
17,June,,,LW SC,Woodlands Grounds,9:50,I,U,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:55,J,U,MC,R,0,F
17,June,,,LW SC,Woodlands Grounds,9:55,A,F,MC,R,0,F
17,June,,,LW SC,Woodlands Grounds,9:55,I,U,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:55,J,U,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:55,J,U,MC,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:55,A,F,G,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:55,J,U,G,L,0,F
17,June,,,LW SC,Woodlands Grounds,9:55,A,M,G,R,0,F
18,June,,,LW SC,Woodlands Garbage,12:45,I,F,MC,R,0,F
18,June,,,LW SC,Woodlands Garbage,12:45,J,F,MC,R,0,F
18,June,,,LW SC,Woodlands Garbage,12:45,I,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:45,A,F,G,R,0,GP
18,June,,,LW SC,Woodlands Garbage,12:45,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:45,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:45,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:45,A,F,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:45,A,M,G,R,0,GP
18,June,,,LW SC,Woodlands Garbage,12:45,A,M,G,R,0,GP
18,June,,,LW SC,Woodlands Garbage,12:45,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:50,A,F,MC,R,0,F
18,June,,,LW SC,Woodlands Garbage,12:50,A,F,MC,R,0,F
18,June,,,LW SC,Woodlands Garbage,12:50,J,F,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:50,J,M,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:50,A,F,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:50,I,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:50,I,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:50,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:50,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:50,J,M,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:50,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:50,I,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:50,A,F,G,R,0,F
18,June,,,LW SC,Woodlands Garbage,12:50,A,M,G,R,0,F
18,June,,,LW SC,Woodlands Garbage,12:50,A,M,G,L,0,F
18,June,,,LW SC,Woodlands Garbage,12:50,J,U,G,L,0,F
18,June,,,LW SC,Woodlands Garbage,12:50,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:55,A,F,MC,R,0,F
18,June,,,LW SC,Woodlands Garbage,12:55,J,U,MC,R,0,F
18,June,,,LW SC,Woodlands Garbage,12:55,A,M,G,R,0,F
18,June,,,LW SC,Woodlands Garbage,12:55,I,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:55,J,M,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:55,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:55,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:55,I,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:55,A,F,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:55,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,12:55,A,M,G,L,0,GP
18,June,,,LW SC,Woodlands Garbage,13:00,A,M,G,R,0,F
18,June,,,LW SC,Woodlands Garbage,13:00,J,M,MC,L,0,F
18,June,,,LW SC,Woodlands Garbage,13:00,A,F,MC,R,0,F
18,June,,,LW SC,Woodlands Garbage,13:00,A,F,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:00,J,F,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:00,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:00,I,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:00,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:00,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:00,J,M,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:00,J,U,G,R,0,GP
18,June,,,LW SC,Woodlands Garbage,13:05,J,F,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:05,I,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:05,A,F,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:05,A,F,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:05,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:05,A,M,G,R,0,GP
18,June,,,LW SC,Woodlands Garbage,13:05,A,M,MC,R,0,GP
18,June,,,LW SC,Woodlands Garbage,13:10,I,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:10,A,F,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:10,A,F,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:10,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:10,I,U,G,Fo,N,F
18,June,,,LW SC,Woodlands Garbage,13:10,J,U,G,L,0,F
18,June,,,LW SC,Woodlands Garbage,13:10,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:10,A,M,MC,R,0,GP
18,June,,,LW SC,Woodlands Garbage,13:10,A,F,MC,R,0,GP
18,June,,,LW SC,Woodlands Garbage,13:15,A,M,MC,R,0,F
18,June,,,LW SC,Woodlands Garbage,13:15,I,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:15,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:15,A,F,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:15,J,U,G,L,0,GP
18,June,,,LW SC,Woodlands Garbage,13:20,A,M,G,L,0,GP
18,June,,,LW SC,Woodlands Garbage,13:20,I,U,G,R,0,GP
18,June,,,LW SC,Woodlands Garbage,13:20,I,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:20,A,F,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:20,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:20,A,M,MC,R,0,GP
18,June,,,LW SC,Woodlands Garbage,13:25,A,M,G,L,0,F
18,June,,,LW SC,Woodlands Garbage,13:25,A,M,G,R,0,F
18,June,,,LW SC,Woodlands Garbage,13:25,J,U,G,L,0,GP
18,June,,,LW SC,Woodlands Garbage,13:25,I,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:25,I,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:25,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:25,J,M,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:25,A,F,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:30,J,M,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:30,A,F,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:30,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:30,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:30,I,U,G,L,0,GP
18,June,,,LW SC,Woodlands Garbage,13:30,I,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:35,A,F,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:35,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:35,J,U,G,R,0,GP
18,June,,,LW SC,Woodlands Garbage,13:40,A,F,G,R,0,F
18,June,,,LW SC,Woodlands Garbage,13:40,J,U,G,L,0,F
18,June,,,LW SC,Woodlands Garbage,13:40,A,F,G,Fo,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:40,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodlands Garbage,13:40,I,U,G,L,0,GP
18,June,,,LW SC,Woodlands Garbage,13:40,A,M,MC,L,0,GP
18,June,,,LW SC,Woodlands Garbage,13:40,J,U,G,L,0,GP
18,June,,,LW SC,Woodlands Garbage,13:45,J,M,MC,Fo,N,F
18,June,,,LW SC,Woodlands Garbage,13:45,I,U,MC,G+,0,F
18,June,,,LW SC,Woodlands Garbage,13:45,A,F,MC,G-,0,F
18,June,,,LW SC,Woodlands Garbage,13:45,A,M,G,R,0,GP
18,June,,,LW SC,Woodlands Garbage,13:45,I,U,G,Fo,N,GP
18,June,,,LW SC,Woodlands Garbage,13:45,J,U,G,PL,0,GP
18,June,,,LW SC,Woodlands Garbage,13:45,J,U,G,PL,0,GP
18,June,,,LW SC,Woodlands Garbage,13:45,J,U,G,PL,0,GP
18,June,,,LW SC,Woodlands Garbage,13:45,J,U,G,PL,0,GP
18,June,,,LW SC,Woodland Grounds,13:50,I,U,G,R,0,F
18,June,,,LW SC,Woodland Grounds,13:50,J,U,MC,Fo,N,F
18,June,,,LW SC,Woodland Grounds,13:50,J,M,MC,L,0,F
18,June,,,LW SC,Woodland Grounds,13:50,J,U,G,R,0,F
18,June,,,LW SC,Woodland Grounds,13:50,J,U,MC,L,0,F
18,June,,,LW SC,Woodland Grounds,13:55,J,U,MC,R,0,F
18,June,,,LW SC,Woodland Grounds,13:55,J,U,G,R,0,F
18,June,,,LW SC,Woodland Grounds,14:00,I,U,G,R,0,F
18,June,,,LW SC,Woodland Grounds,14:00,A,F,G,R,0,F
18,June,,,LW SC,Woodland Grounds,14:00,J,U,G,R,0,F
18,June,,,LW SC,Woodland Grounds,14:05,J,U,MC,R,0,F
18,June,,,LW SC,Woodland Grounds,14:05,A,M,MC,R,0,F
18,June,,,LW SC,Woodland Grounds,14:10,A,M,TC,R,0,F
18,June,,,LW SC,Woodland Grounds,14:10,A,M,MC,L,0,F
18,June,,,LW SC,Woodland Grounds,14:15,J,U,MC,R,0,F
18,June,,,LW SC,Woodland Grounds,14:20,J,U,MC,R,0,F
18,June,,,LW SC,Woodland Garbage,14:35,J,U,MC,L,0,GP
18,June,,,LW SC,Woodland Garbage,14:35,A,M,MC,Fe,HFg,GP
18,June,,,LW SC,Woodland Garbage,14:35,A,M,MC,R,0,GP
18,June,,,LW SC,Woodland Garbage,14:35,J,U,G,L,0,GP
18,June,,,LW SC,Woodland Garbage,14:35,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodland Garbage,14:35,A,M,G,Fe,HFg,GP
18,June,,,LW SC,Woodland Garbage,14:40,J,M,G,Fe,HFg,GP
18,June,,,LW SC,Woodland Garbage,14:40,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodland Garbage,14:40,J,U,G,Fe,HFg,GP
18,June,,,LW SC,Woodland Garbage,14:40,J,U,MC,L,0,GP
18,June,,,LW SC,Woodland Garbage,14:40,J,U,G,R,0,GP
18,June,,,LW SC,Woodland Garbage,14:40,A,M,G,R,0,GP
18,June,,,LW SC,Woodland Garbage,14:45,J,U,HS,R,0,HO
18,June,,,LW SC,Woodland Garbage,14:45,J,U,HS,R,0,HO
18,June,,,LW SC,Woodland Garbage,14:45,J,U,HS,R,0,HO
18,June,,,LW SC,Woodland Garbage,14:50,A,F,HS,L,0,HO
18,June,,,LW SC,Woodland Garbage,14:50,A,M,HS,R,0,HO
18,June,,,LW SC,Woodland Garbage,14:50,I,U,HS,L,0,HO
18,June,,,LW SC,Woodland Garbage,15:00,I,U,HS,R,0,HO
18,June,,,LW SC,Woodland Garbage,15:05,A,M,G,Fo,HFg,GP
18,June,,,LW SC,Woodland Garbage,15:05,J,M,G,Fo,HFg,GP
18,June,,,LW SC,Woodland Garbage,15:05,J,U,G,Fo,HFg,GP
18,June,,,LW SC,Woodland Garbage,15:05,A,F,G,Fo,HFg,GP
18,June,,,LW SC,Woodland Garbage,15:05,A,F,HS,R,0,HO
18,June,,,LW SC,Woodland Garbage,15:05,A,M,HS,L,0,HO
18,June,,,LW SC,Woodland Garbage,15:05,J,F,HS,L,0,HO
18,June,,,LW SC,Woodland Garbage,15:05,I,U,HS,L,0,HO
